OID_,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID,AREA_SQM,FEAT_LEN,Shape_Length,Shape_Area
101,R11387,2023092001.000000000000000,2023,Lightning,2023-R11387,12141.700000000000728,2023 ROLLOVER,20230920,20230921,20230708,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703701.000000000000000,121416964.193200007081032,71797.842000000004191,71797.842006676801248,121416964.193239212036133
102,R11388,2023072001.000000000000000,2023,Lightning,2023-R11388,3020.199999999999818,2023 ROLLOVER,20230720,20230720,20230707,Hand sketch of any type,JA70003000,0.000000000000000,2703702.000000000000000,30201653.065099999308586,25882.597799999999552,25882.597779099520267,30201653.065065812319517
103,R11417,2023071001.000000000000000,2023,Lightning,2023-R11417,5.000000000000000,2023 ROLLOVER,20230710,20230710,20230708,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703703.000000000000000,50218.229599999998754,840.337599999999952,840.337631611805591,50218.229605657928914
104,R11558,2023112001.000000000000000,2023,Lightning,2023-R11558,2.400000000000000,2023 ROLLOVER,20231120,20231121,20230711,Hand sketch of any type,JA70003000,0.000000000000000,2703706.000000000000000,24136.723500000000058,662.763699999999972,662.763723044813673,24136.723470545726741
105,R11592,2023080601.000000000000000,2023,Lightning,2023-R11592,696.799999999999955,2023 ROLLOVER,20230806,20230807,20230708,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703707.000000000000000,6968065.309600000269711,14558.947899999999208,14558.947883770448243,6968065.309616510756314
106,R11725,2023071401.000000000000000,2023,Lightning,2023-R11725,230.300000000000011,2023 ROLLOVER,20230714,20230716,20230708,Hand sketch of any type,JA70003000,0.000000000000000,2703708.000000000000000,2303078.702000000048429,8367.681800000000294,8367.681818290891897,2303078.702033733483404
107,R11963,2023112001.000000000000000,2023,Lightning,2023-R11963,2.000000000000000,2023 ROLLOVER,20231120,20231121,20230720,Hand sketch of any type,JA70003000,0.000000000000000,2703709.000000000000000,19685.428899999998976,537.019300000000044,537.019312931864647,19685.428863790351897
108,R11968,2023080701.000000000000000,2023,Lightning,2023-R11968,2.200000000000000,2023 ROLLOVER,20230807,20230807,20230720,Digitized from image,JA70003000,0.000000000000000,2703710.000000000000000,22208.647499999999127,534.486999999999966,534.486964735471361,22208.647460294898337
109,R12656,2023112001.000000000000000,2023,Person,2023-R12656,1.100000000000000,2023 ROLLOVER,20231120,20231121,20230808,Hand sketch of any type,JA70003000,0.000000000000000,2703711.000000000000000,10586.283400000000256,391.592199999999991,391.592248975674863,10586.283448175956437
110,R13032,2023111001.000000000000000,2023,Lightning,2023-R13032,18.100000000000001,2023 ROLLOVER,20231110,20231110,20230806,Hand sketch of any type,JA70003000,0.000000000000000,2703712.000000000000000,181260.531199999997625,1862.046900000000051,1862.046896360357323,181260.531243929814082
111,R13068,2023092001.000000000000000,2023,Lightning,2023-R13068,418.899999999999977,2023 ROLLOVER,20230920,20230921,20230828,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703713.000000000000000,4188882.478000000119209,10993.327799999999115,10993.327845847861681,4188882.477997543755919
112,R13093,2023092001.000000000000000,2023,Lightning,2023-R13093,912.799999999999955,2023 ROLLOVER,20230920,20230921,20230828,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703714.000000000000000,9128164.297800000756979,14484.190699999999197,14484.190658112485835,9128164.297806624323130
113,R10108,2023062201.000000000000000,2023,Person,2023-R10108,1.900000000000000,2023 ROLLOVER,20230622,20230622,20230428,Hand sketch of any type,JA70003000,0.000000000000000,2703689.000000000000000,19377.155299999998533,695.498500000000035,695.498481190712823,19377.155255025096267
114,R10185,2023112001.000000000000000,2023,Person,2023-R10185,3.000000000000000,2023 ROLLOVER,20231120,20231123,20230412,Hand sketch of any type,JA70003000,0.000000000000000,2703690.000000000000000,30155.904099999999744,745.898599999999988,745.898570582552111,30155.904126338758942
115,R10344,2023112001.000000000000000,2023,Person,2023-R10344,17.600000000000001,2023 ROLLOVER,20231120,20231123,20230516,Hand sketch of any type,JA70003000,0.000000000000000,2703691.000000000000000,175812.738000000012107,1716.776699999999892,1716.776740953622266,175812.738042007695185
116,R10501,2023052601.000000000000000,2023,Lightning,2023-R10501,13.800000000000001,2023 ROLLOVER,20230526,20230529,20230510,Non-corrected ground GPS,JA70003000,0.000000000000000,2703692.000000000000000,138481.105999999999767,3230.862399999999980,3230.862350526076625,138481.105968501069583
117,R10507,2023060101.000000000000000,2023,Lightning,2023-R10507,81.299999999999997,2023 ROLLOVER,20230601,20230602,20230527,Non-corrected ground GPS,JA70003000,0.000000000000000,2703693.000000000000000,812947.386100000003353,7715.997400000000198,7715.997446364505777,812947.386145225493237
118,R21217,2023091901.000000000000000,2023,Lightning,2023-R21217,9799.399999999999636,2023 ROLLOVER,20230919,20230920,20230707,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703719.000000000000000,97993999.183200001716614,82992.620899999994435,82992.620871030710987,97993999.183154791593552
119,R21225,2023071301.000000000000000,2023,Lightning,2023-R21225,85.700000000000003,2023 ROLLOVER,20230713,20230713,20230707,Hand sketch of any type,JA70003000,0.000000000000000,2703720.000000000000000,857492.340500000049360,3664.059099999999944,3221.359256199745687,454154.666482108063065
120,R21234,2023071601.000000000000000,2023,Lightning,2023-R21234,6758.000000000000000,2023 ROLLOVER,20230716,20230716,20230707,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703721.000000000000000,67579791.257899999618530,51447.641700000000128,51447.641662713213009,67579791.257937297224998
121,R21377,2023091201.000000000000000,2023,Lightning,2023-R21377,4762.199999999999818,2023 ROLLOVER,20230912,20230913,20230708,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703723.000000000000000,47622431.316299997270107,88870.913799999994808,88870.913816789689008,47622431.316260606050491
122,R21609,2023073001.000000000000000,2023,Lightning,2023-R21609,201.000000000000000,2023 ROLLOVER,20230730,20230730,20230709,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703724.000000000000000,2009635.071299999952316,7146.656100000000151,7146.656121688382882,2009635.071331972023472
123,R21622,2023112001.000000000000000,2023,Lightning,2023-R21622,20.300000000000001,2023 ROLLOVER,20231120,20231123,20230708,Hand sketch of any type,JA70003000,0.000000000000000,2703725.000000000000000,203085.402999999991152,1809.338199999999915,1809.338172265985349,203085.403004065679852
124,R11222,2023071001.000000000000000,2023,Lightning,2023-R11222,30.000000000000000,2023 ROLLOVER,20230710,20230710,20230707,Non-corrected ground GPS,JA70003000,0.000000000000000,2703694.000000000000000,299959.368000000016764,2610.769099999999980,2610.769105027374280,299959.367964201781433
125,R11238,2023071901.000000000000000,2023,Lightning,2023-R11238,358.800000000000011,2023 ROLLOVER,20230719,20230720,20230707,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703695.000000000000000,3588214.058000000193715,9805.876500000000306,9805.876450439887776,3588214.057993081863970
126,R11244,2023072601.000000000000000,2023,Lightning,2023-R11244,8044.100000000000364,2023 ROLLOVER,20230726,20230726,20230707,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703696.000000000000000,80441487.281599998474121,55806.541499999999360,55806.541544774794602,80441487.281629025936127
127,R11282,2023090401.000000000000000,2023,Lightning,2023-R11282,24810.900000000001455,2023 ROLLOVER,20230904,20230904,20230707,Derived from satellite imagery,JA70003000,0.000000000000000,2703699.000000000000000,248108594.645200014114380,119084.498699999996461,119084.498737508925842,248108594.645227611064911
128,G52871,2023082401.000000000000000,2023,Lightning,2023-G52871,1.100000000000000,2023 ROLLOVER,20230824,20230831,20230802,Non-corrected ground GPS,JA70003000,0.000000000000000,2703363.000000000000000,11226.078900000000431,729.530499999999961,729.530522264305887,11226.078891303444834
129,C12135,2023073001.000000000000000,2023,Lightning,2023-C12135,251.900000000000006,2023 ROLLOVER,20230730,20230730,20230721,Hand sketch of any type,JA70003000,0.000000000000000,2703208.000000000000000,2518645.380299999844283,10990.843500000000859,10990.843526956054120,2518645.380258949939162
130,C20082,2023101001.000000000000000,2023,Person,2023-C20082,17.100000000000001,2023 ROLLOVER,20231010,20231010,20230423,Hand sketch of any type,JA70003000,0.000000000000000,2703211.000000000000000,171012.904899999994086,2104.448100000000068,2104.448086136906113,171012.904870891943574
131,C20093,2023042701.000000000000000,2023,Person,2023-C20093,105.200000000000003,2023 ROLLOVER,20230427,20230509,20230426,Digitized other,JA70003000,0.000000000000000,2703212.000000000000000,1051819.769799999892712,7476.647299999999632,7476.647280958791271,1051819.769819142529741
132,G32320,2023082801.000000000000000,2023,Lightning,2023-G32320,93.099999999999994,2023 ROLLOVER,20230828,20230828,20230721,Hand sketch of any type,JA70003000,0.000000000000000,2703313.000000000000000,930811.892200000002049,4478.128200000000106,4478.128221390409635,930811.892203900613822
133,G32441,2023080801.000000000000000,2023,Lightning,2023-G32441,213.800000000000011,2023 ROLLOVER,20230808,20230809,20230725,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703314.000000000000000,2137928.532399999909103,6319.703199999999924,6319.703169166188673,2137928.532440351787955
134,G32885,2023090402.000000000000000,2023,Lightning,2023-G32885,3.500000000000000,2023 ROLLOVER,20230904,20230905,20230817,Non-corrected ground GPS,JA70003000,0.000000000000000,2703315.000000000000000,35155.397900000003574,1211.530400000000100,1211.530402340083356,35155.397850631110487
135,C20095,2023042701.000000000000000,2023,Person,2023-C20095,4.900000000000000,2023 ROLLOVER,20230427,20230710,20230426,Non-corrected ground GPS,JA70003000,0.000000000000000,2703213.000000000000000,49151.921099999999569,1252.690700000000106,1252.690675969931362,49151.921125841057801
136,C20133,2023042901.000000000000000,2023,Person,2023-C20133,2.100000000000000,2023 ROLLOVER,20230429,20230509,20230429,Non-corrected ground GPS,JA70003000,0.000000000000000,2703214.000000000000000,21010.581600000001345,889.703099999999949,889.703133284760042,21010.581604851606244
137,C21329,2023070801.000000000000000,2023,Lightning,2023-C21329,1.000000000000000,2023 ROLLOVER,20230708,20230918,20230708,Non-corrected ground GPS,JA70003000,0.000000000000000,2703215.000000000000000,10036.570799999999508,563.061699999999973,563.061714748490090,10036.570824790185725
138,C21501,2023071101.000000000000000,2023,Lightning,2023-C21501,1.100000000000000,2023 ROLLOVER,20230711,20240111,20230709,Unknown,JA70003000,0.000000000000000,2703216.000000000000000,10828.031199999999444,447.593999999999994,447.594036642561605,10828.031201074665660
139,C21565,2024011101.000000000000000,2023,Lightning,2023-C21565,1.300000000000000,2023 ROLLOVER,20240111,20240115,20230711,Digitized from image,JA70003000,0.000000000000000,2703217.000000000000000,12900.144200000000637,519.285200000000032,519.285155128393853,12900.144176972156856
140,C21942,2023101201.000000000000000,2023,Lightning,2023-C21942,6.000000000000000,2023 ROLLOVER,20231012,20240109,20230719,Hand sketch of any type,JA70003000,0.000000000000000,2703218.000000000000000,59584.582000000002154,1025.459399999999960,1025.459449478280931,59584.581968047881674
141,C22374,2023080101.000000000000000,2023,Lightning,2023-C22374,1.500000000000000,2023 ROLLOVER,20230801,20230810,20230730,Non-corrected ground GPS,JA70003000,0.000000000000000,2703219.000000000000000,14648.832000000000335,693.150200000000041,693.150206698768784,14648.832032104404789
142,C22544,2023101001.000000000000000,2023,Lightning,2023-C22544,1.500000000000000,2023 ROLLOVER,20231010,20231010,20230801,Digitized from aerial photo,JA70003000,0.000000000000000,2703220.000000000000000,14555.668600000000879,909.134400000000028,909.134369813044827,14555.668623517451124
143,C23535,2024032701.000000000000000,2023,Person,2023-C23535,27.699999999999999,2023 ROLLOVER,20240327,20240328,20240326,Non-corrected ground GPS,JA70003000,0.000000000000000,2703221.000000000000000,276678.354200000001583,2706.165300000000116,2706.165275284030486,276678.354186396230944
144,C30399,2023072901.000000000000000,2023,Lightning,2023-C30399,963.700000000000045,2023 ROLLOVER,20230729,20230729,20230519,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703222.000000000000000,9636620.533700000494719,19933.700899999999820,19933.700851442059502,9636620.533680783584714
145,C30401,2023051901.000000000000000,2023,Lightning,2023-C30401,2.200000000000000,2023 ROLLOVER,20230519,20230521,20230519,Non-corrected ground GPS,JA70003000,0.000000000000000,2703223.000000000000000,22452.270199999999022,709.229600000000005,709.229563608307558,22452.270186479996482
146,C30675,2023061103.000000000000000,2023,Person,2023-C30675,225.400000000000006,2023 ROLLOVER,20230611,20230612,20230608,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703226.000000000000000,2254206.389800000004470,10516.004699999999502,10516.004741020698930,2254206.389837781898677
147,C31143,2023072901.000000000000000,2023,Lightning,2023-C31143,308.000000000000000,2023 ROLLOVER,20230729,20230729,20230705,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703227.000000000000000,3079994.250700000207871,11291.741400000000795,11291.741376115163803,3079994.250661397352815
148,C31349,2023072901.000000000000000,2023,Lightning,2023-C31349,240.099999999999994,2023 ROLLOVER,20230729,20230729,20230708,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703228.000000000000000,2401489.673500000033528,9256.218999999999141,9256.218967458400584,2401489.673507456202060
149,C31442,2023072901.000000000000000,2023,Lightning,2023-C31442,38.600000000000001,2023 ROLLOVER,20230729,20230729,20230709,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703229.000000000000000,385920.680600000021514,2882.541499999999814,2882.541489232008644,385920.680611816234887
150,C31538,2023091201.000000000000000,2023,Lightning,2023-C31538,10.900000000000000,2023 ROLLOVER,20230912,20230918,20230710,Non-corrected ground GPS,JA70003000,0.000000000000000,2703230.000000000000000,109035.062200000000303,2361.472000000000207,2361.472010056437284,109035.062202995584812
151,C31684,2023072901.000000000000000,2023,Lightning,2023-C31684,27.300000000000001,2023 ROLLOVER,20230729,20230729,20230714,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703231.000000000000000,273025.711100000014994,2633.982399999999870,2633.982446964937935,273025.711124913243111
152,C31905,2023072201.000000000000000,2023,Lightning,2023-C31905,3.100000000000000,2023 ROLLOVER,20230722,20230723,20230719,Non-corrected ground GPS,JA70003000,0.000000000000000,2703232.000000000000000,31430.918600000000879,710.956800000000044,710.956824903945858,31430.918614301986963
153,C31958,2023072901.000000000000000,2023,Lightning,2023-C31958,1.300000000000000,2023 ROLLOVER,20230729,20230922,20230719,Non-corrected ground GPS,JA70003000,0.000000000000000,2703233.000000000000000,12914.135399999999208,560.706500000000005,560.706482902912626,12914.135376787424320
154,C32539,2023081401.000000000000000,2023,Lightning,2023-C32539,6.400000000000000,2023 ROLLOVER,20230814,20230814,20230806,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703235.000000000000000,63713.730799999997544,1230.814599999999928,1230.814599787920542,63713.730821233519237
155,C33245,2023091401.000000000000000,2023,Lightning,2023-C33245,4.000000000000000,2023 ROLLOVER,20230914,20231026,20230913,Non-corrected ground GPS,JA70003000,0.000000000000000,2703236.000000000000000,40231.654399999999441,1020.232499999999959,1020.232491840357966,40231.654364247384365
156,C33527,2024032401.000000000000000,2023,Person,2023-C33527,1.100000000000000,2023 ROLLOVER,20240324,20240326,20240324,Non-corrected ground GPS,JA70003000,0.000000000000000,2703237.000000000000000,10856.871800000000803,622.228899999999953,622.228937912049560,10856.871750080625134
157,C40056,2023042101.000000000000000,2023,Person,2023-C40056,1.000000000000000,2023 ROLLOVER,20230421,20230421,20230417,Non-corrected ground GPS,JA70003000,0.000000000000000,2703238.000000000000000,10309.852000000000771,493.340399999999988,493.340415690836664,10309.852031825334052
158,C40109,2023050701.000000000000000,2023,Person,2023-C40109,11.000000000000000,2023 ROLLOVER,20230507,20230710,20230428,Non-corrected ground GPS,JA70003000,0.000000000000000,2703239.000000000000000,109580.181299999996554,1845.778299999999945,1845.778263028653782,109580.181311518157599
159,C40128,2023050101.000000000000000,2023,Person,2023-C40128,146.900000000000006,2023 ROLLOVER,20230501,20230605,20230429,Non-corrected ground GPS,JA70003000,0.000000000000000,2703240.000000000000000,1468905.243899999884889,6736.047199999999975,6736.047157997972135,1468905.243924285518005
160,C40147,2023043001.000000000000000,2023,Person,2023-C40147,3.500000000000000,2023 ROLLOVER,20230430,20230510,20230430,Non-corrected ground GPS,JA70003000,0.000000000000000,2703241.000000000000000,35041.865499999999884,1032.524899999999889,1032.524854308766862,35041.865516009856947
161,C40197,2023050401.000000000000000,2023,Lightning,2023-C40197,45.200000000000003,2023 ROLLOVER,20230504,20230710,20230503,Non-corrected ground GPS,JA70003000,0.000000000000000,2703242.000000000000000,451656.267300000006799,3690.294800000000123,3690.294831546862042,451656.267287857539486
162,C40384,2023052201.000000000000000,2023,Lightning,2023-C40384,536.899999999999977,2023 ROLLOVER,20230522,20230522,20230517,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703243.000000000000000,5369217.858599999919534,13312.670700000000579,13312.670669498633288,5369217.858571768738329
163,C40392,2023052102.000000000000000,2023,Lightning,2023-C40392,23.699999999999999,2023 ROLLOVER,20230521,20230522,20230518,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703244.000000000000000,236973.244299999991199,2044.440399999999954,2044.440362275773623,236973.244328158063581
164,C40397,2023042901.000000000000000,2023,Lightning,2023-C40397,2.000000000000000,2023 ROLLOVER,20230429,20230530,20230519,Non-corrected ground GPS,JA70003000,0.000000000000000,2703245.000000000000000,20001.588299999999435,804.272100000000023,804.272141956799260,20001.588258418898477
165,C41129,2023070401.000000000000000,2023,Lightning,2023-C41129,1.700000000000000,2023 ROLLOVER,20230704,20230705,20230629,Non-corrected ground GPS,JA70003000,0.000000000000000,2703246.000000000000000,17481.696499999998196,992.067000000000007,992.066991029155929,17481.696509296871227
166,C42827,2023081802.000000000000000,2023,Person,2023-C42827,0.500000000000000,2023 ROLLOVER,20230818,20231123,20230818,Non-corrected ground GPS,JA70003000,0.000000000000000,2703247.000000000000000,5448.895199999999932,287.382999999999981,287.383049103893541,5448.895164803129774
167,G30612,2023062201.000000000000000,2023,Lightning,2023-G30612,277.199999999999989,2023 ROLLOVER,20230622,20230623,20230518,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703311.000000000000000,2771877.741799999959767,9554.440899999999601,9554.440932582703681,2771877.741763136349618
168,C43435,2023102201.000000000000000,2023,Person,2023-C43435,1.600000000000000,2023 ROLLOVER,20231022,20231023,20231016,Non-corrected ground GPS,JA70003000,0.000000000000000,2703248.000000000000000,16169.201600000000326,702.002899999999954,702.002857320293401,16169.201570406210521
169,V11332,2023082801.000000000000000,2023,Lightning,2023-V11332,112.099999999999994,2023 ROLLOVER,20230828,20230830,20230708,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703783.000000000000000,1120609.076099999947473,5543.924899999999980,5543.924858250369653,1120609.076068980852142
170,V11337,2023092201.000000000000000,2023,Lightning,2023-V11337,17561.299999999999272,2023 ROLLOVER,20230922,20230925,20230708,Hand sketch of any type,JA70003000,0.000000000000000,2703784.000000000000000,175612613.587399989366531,143779.487099999998463,143779.487086913315579,175612613.587417423725128
171,K40541,2023053101.000000000000000,2023,Person,2023-K40541,4.700000000000000,2023 ROLLOVER,20230531,20230531,20230531,Non-corrected ground GPS,JA70003000,0.000000000000000,2703550.000000000000000,47407.314200000000710,1234.890400000000000,1234.890416963606185,47407.314160523703322
172,K40665,2023060801.000000000000000,2023,Lightning,2023-K40665,24.300000000000001,2023 ROLLOVER,20230608,20230608,20230518,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703551.000000000000000,243425.515699999989010,2155.137200000000121,2155.137201730813558,243425.515710878535174
173,K41156,2023070701.000000000000000,2023,Person,2023-K41156,9.900000000000000,2023 ROLLOVER,20230707,20230708,20230706,Hand sketch of any type,JA70003000,0.000000000000000,2703552.000000000000000,98708.524699999994482,1676.701099999999997,1676.701139777078652,98708.524740863242187
174,K41410,2023061101.000000000000000,2023,Lightning,2023-K41410,7.400000000000000,2023 ROLLOVER,20230611,20230921,20230708,Non-corrected ground GPS,JA70003000,0.000000000000000,2703554.000000000000000,73786.578899999993155,1862.888599999999997,1862.888567376906394,73786.578919334730017
175,K42077,2023073101.000000000000000,2023,Lightning,2023-K42077,21.800000000000001,2023 ROLLOVER,20230731,20230801,20230721,Non-corrected ground GPS,JA70003000,0.000000000000000,2703555.000000000000000,217976.819500000012340,2314.110999999999876,2314.110994703180040,217976.819468920934014
176,K42092,2023091901.000000000000000,2023,Lightning,2023-K42092,4.100000000000000,2023 ROLLOVER,20230919,20230919,20230721,Hand sketch of any type,JA70003000,0.000000000000000,2703556.000000000000000,40534.434600000000501,936.018299999999954,936.018279583464960,40534.434594392463623
177,K42398,2023080101.000000000000000,2023,Person,2023-K42398,2.500000000000000,2023 ROLLOVER,20230801,20230816,20230801,Non-corrected ground GPS,JA70003000,0.000000000000000,2703557.000000000000000,24675.905900000001566,709.815500000000043,709.815545565502475,24675.905934339909436
178,K42421,2023082701.000000000000000,2023,Lightning,2023-K42421,52.399999999999999,2023 ROLLOVER,20230827,20230827,20230724,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703558.000000000000000,524242.155299999983981,2994.644099999999980,2994.644077911520071,524242.155309663270600
179,K42454,2023080401.000000000000000,2023,Person,2023-K42454,1.100000000000000,2023 ROLLOVER,20230804,20230919,20230803,Non-corrected ground GPS,JA70003000,0.000000000000000,2703559.000000000000000,10711.037700000000768,687.748000000000047,687.748044848543145,10711.037732562905148
180,K42647,2023080801.000000000000000,2023,Lightning,2023-K42647,1.700000000000000,2023 ROLLOVER,20230808,20230919,20230801,Non-corrected ground GPS,JA70003000,0.000000000000000,2703560.000000000000000,16602.519400000001042,1184.201600000000099,1184.201565016414634,16602.519404159793339
181,K42902,2023101101.000000000000000,2023,Lightning,2023-K42902,2.100000000000000,2023 ROLLOVER,20231011,20231011,20230821,Hand sketch of any type,JA70003000,0.000000000000000,2703563.000000000000000,20520.223000000001775,532.428099999999972,532.428083259898131,20520.222958994017972
182,K42949,2023092101.000000000000000,2023,Lightning,2023-K42949,1.000000000000000,2023 ROLLOVER,20230921,20230921,20230824,Hand sketch of any type,JA70003000,0.000000000000000,2703564.000000000000000,10035.186299999999392,396.669199999999989,396.669180434708437,10035.186293869939618
183,K42961,2023090901.000000000000000,2023,Lightning,2023-K42961,16.300000000000001,2023 ROLLOVER,20230909,20230919,20230809,Non-corrected ground GPS,JA70003000,0.000000000000000,2703565.000000000000000,163468.466799999994691,1755.248199999999997,1755.248203112905230,163468.466801805596333
184,K42988,2023091901.000000000000000,2023,Person,2023-K42988,1.500000000000000,2023 ROLLOVER,20230919,20230919,20230825,Hand sketch of any type,JA70003000,0.000000000000000,2703566.000000000000000,15059.829100000000835,560.751999999999953,560.752048056867579,15059.829090520926911
185,K43506,2024031701.000000000000000,2023,Person,2023-K43506,2.800000000000000,2023 ROLLOVER,20240317,20240327,20240317,Non-corrected ground GPS,JA70003000,0.000000000000000,2703567.000000000000000,28200.513900000001740,812.226199999999949,812.226239136230902,28200.513885493801354
186,K60042,2023041601.000000000000000,2023,Person,2023-K60042,17.199999999999999,2023 ROLLOVER,20230416,20230417,20230415,Non-corrected ground GPS,JA70003000,0.000000000000000,2703582.000000000000000,171556.979099999996834,2972.264900000000125,2972.264949368097405,171556.979079338838346
187,K60127,2023043001.000000000000000,2023,Person,2023-K60127,38.899999999999999,2023 ROLLOVER,20230430,20230501,20230429,Non-corrected ground GPS,JA70003000,0.000000000000000,2703583.000000000000000,388777.913300000014715,4642.938400000000001,4642.938410524157916,388777.913260985049419
188,K60634,2023060501.000000000000000,2023,Person,2023-K60634,7.600000000000000,2023 ROLLOVER,20230605,20230612,20230605,Non-corrected ground GPS,JA70003000,0.000000000000000,2703584.000000000000000,76217.329199999992852,1710.230999999999995,1710.231017019221326,76217.329227925161831
189,K61692,2023071401.000000000000000,2023,Lightning,2023-K61692,1.400000000000000,2023 ROLLOVER,20230714,20230715,20230712,Hand sketch of any type,JA70003000,0.000000000000000,2703586.000000000000000,13705.286700000000565,563.977300000000014,563.977255085626780,13705.286690977614853
190,K61768,2023082401.000000000000000,2023,Lightning,2023-K61768,103.900000000000006,2023 ROLLOVER,20230824,20230908,20230707,Digitized other,JA70003000,0.000000000000000,2703587.000000000000000,1038860.189499999978580,6406.745499999999993,6406.745549468247191,1038860.189534108969383
191,K61969,2023072201.000000000000000,2023,Lightning,2023-K61969,8.300000000000001,2023 ROLLOVER,20230722,20230725,20230719,Hand sketch of any type,JA70003000,0.000000000000000,2703590.000000000000000,83273.829800000006799,1332.593599999999924,1332.593630443625671,83273.829761667177081
192,K62013,2021072301.000000000000000,2023,Lightning,2023-K62013,10.600000000000000,2023 ROLLOVER,20210723,20230726,20230721,Hand sketch of any type,JA70003000,0.000000000000000,2703591.000000000000000,105973.970100000005914,1588.735799999999927,1588.735759136040087,105973.970140523830196
193,K62315,2023073001.000000000000000,2023,Person,2023-K62315,5.400000000000000,2023 ROLLOVER,20230730,20230801,20230729,Non-corrected ground GPS,JA70003000,0.000000000000000,2703592.000000000000000,54256.612900000000081,1730.868999999999915,1730.869000016355358,54256.612857026942947
194,K62725,2023081401.000000000000000,2023,Lightning,2023-K62725,1.100000000000000,2023 ROLLOVER,20230814,20230815,20230812,Non-corrected ground GPS,JA70003000,0.000000000000000,2703594.000000000000000,11369.319799999999304,579.314200000000028,579.314191658308346,11369.319822737339564
195,K62759,2023081501.000000000000000,2023,Person,2023-K62759,3.900000000000000,2023 ROLLOVER,20230815,20230815,20230814,Non-corrected ground GPS,JA70003000,0.000000000000000,2703595.000000000000000,39454.166100000002189,946.477300000000014,946.477339400484084,39454.166103912255494
196,K70037,2023041501.000000000000000,2023,Person,2023-K70037,13.000000000000000,2023 ROLLOVER,20230415,20230425,20230414,Non-corrected ground GPS,JA70003000,0.000000000000000,2703596.000000000000000,130375.523000000001048,2402.569300000000112,2402.569297401366839,130375.522961650800426
197,K70060,2023041902.000000000000000,2023,Person,2023-K70060,28.800000000000001,2023 ROLLOVER,20230419,20230510,20230418,Non-corrected ground GPS,JA70003000,0.000000000000000,2703597.000000000000000,288264.868699999991804,4404.338200000000143,4404.338239248808350,288264.868664895475376
198,K70092,2023043001.000000000000000,2023,Person,2023-K70092,7.600000000000000,2023 ROLLOVER,20230430,20230602,20230426,Non-corrected ground GPS,JA70003000,0.000000000000000,2703598.000000000000000,75907.553199999994831,2837.071800000000167,2837.071808787572081,75907.553165537450695
199,K71415,2023102701.000000000000000,2023,Lightning,2023-K71415,116.299999999999997,2023 ROLLOVER,20231027,20231030,20230707,Digitized other,JA70003000,0.000000000000000,2703600.000000000000000,1163415.238700000103563,4920.893600000000333,4920.893644376331395,1163415.238726874114946
200,K71535,2023091601.000000000000000,2023,Lightning,2023-K71535,11248.399999999999636,2023 ROLLOVER,20230916,20230916,20230710,Non-corrected airborne GPS,JA70003000,0.000000000000000,2703601.000000000000000,112484094.586899995803833,99488.553599999999278,99488.553563508277875,112484094.586918070912361
201,K71634,2023090601.000000000000000,2023,Lightning,2023-K71634,4734.300000000000182,2023 ROLLOVER,20230906,20230907,20230712,Non-corrected ground GPS,JA70003000,0.000000000000000,2703602.000000000000000,47342504.993400000035763,49038.274899999996705,49038.274863131286111,47342504.993431545794010
202,K20006,2023040401.000000000000000,2023,Person,2023-K20006,16.000000000000000,2023 ROLLOVER,20230404,20230511,20230404,Non-corrected ground GPS,JA70003000,0.000000000000000,2703511.000000000000000,160290.836700000014389,3545.230100000000220,3545.230082826578837,160290.836702738743043
203,K20029,2023041401.000000000000000,2023,Person,2023-K20029,3.100000000000000,2023 ROLLOVER,20230414,20230418,20230414,Digitized other,JA70003000,0.000000000000000,2703512.000000000000000,30643.169300000001385,883.882100000000037,883.882146071654233,30643.169312825433735
